municipio,uf,cod_munic,lexml,site_prefeitura,site_camara,sistema_tipo,sistema_proposicao,sistema_legislacao,Apoio Interlegis
Sarandi,PR,26256,,,,,,,
Saudade do Iguaçu,PR,26272,,,,,,,
Sengés,PR,26306,,,,,,,
Serranópolis do Iguaçu,PR,26355,,,,,,,
Sertaneja,PR,26405,,,,,,,
Sertanópolis,PR,26504,,,,,,,
Siqueira Campos,PR,26603,,,,,,,
Sulina,PR,26652,,,,,,,
Tamarana,PR,26678,,,,,,,
Tamboara,PR,26702,,,,,,,
Tapejara,PR,26801,,,,,,,
Tapira,PR,26900,,,,,,,
Teixeira Soares,PR,27007,,,,,,,
Terra Boa,PR,27205,,,,,,,
Terra Rica,PR,27304,,,,,,,
Terra Roxa,PR,27403,,,,,,,
Tibagi,PR,27502,,,,,,,
Tijucas do Sul,PR,27601,,,,,,,
Tomazina,PR,27809,,,,,,,
Três Barras do Paraná,PR,27858,,,,,,,
Tunas do Paraná,PR,27882,,,,,,,
Tuneiras do Oeste,PR,27908,,,,,,,
Tupãssi,PR,27957,,,,,,,
Turvo,PR,27965,,,,,,,
Ubiratã,PR,28005,,,,,,,
Umuarama,PR,28104,,,,,,,
União da Vitória,PR,28203,,,,,,,
Uniflor,PR,28302,,,,,,,
Uraí,PR,28401,,,,,,,
Ventania,PR,28534,,,,,,,
Virmond,PR,28658,,,,,,,
Wenceslau Braz,PR,28500,,,,,,,
Xambrê,PR,28807,,,,,,,
Acauã,PI,53,,,,,,,
Água Branca,PI,202,,,,,,,
Alagoinha do Piauí,PI,251,,,,,,,
Alegrete do Piauí,PI,277,,,,,,,
Alto Longá,PI,301,,,,,,,
Altos,PI,400,,,,,,,
Alvorada do Gurguéia,PI,459,,,,,,,
Amarante,PI,509,,,,,,,
Angical do Piauí,PI,608,,,,,,,
Anísio de Abreu,PI,707,,,,,,,
Antônio Almeida,PI,806,,,,,,,
Aroazes,PI,905,,,,,,,
Aroeiras do Itaim,PI,954,,,,,,,
Arraial,PI,1002,,,,,,,
Assunção do Piauí,PI,1051,,,,,,,
Avelino Lopes,PI,1101,,,,,,,
Barra D'Alcântara,PI,1176,,,,,,,
Barreiras do Piauí,PI,1309,,,,,,,
Barro Duro,PI,1408,,,,,,,
Batalha,PI,1507,,,,,,,
Bela Vista do Piauí,PI,1556,,,,,,,
Belém do Piauí,PI,1572,,,,,,,
Beneditinos,PI,1606,,,,,,,
Bertolínia,PI,1705,,,,,,,
Betânia do Piauí,PI,1739,,,,,,,
Boa Hora,PI,1770,,,,,,,
Bocaina,PI,1804,,,,,,,
Bom Jesus,PI,1903,,,,,,,
Bom Princípio do Piauí,PI,1919,,,,,,,
Bonfim do Piauí,PI,1929,,,,,,,
Boqueirão do Piauí,PI,1945,,,,,,,
Brasileira,PI,1960,,,,,,,
Brejo do Piauí,PI,1988,,,,,,,
Buriti dos Lopes,PI,2000,,,,,,,
Cabeceiras do Piauí,PI,2059,,,,,,,
Cajazeiras do Piauí,PI,2075,,,,,,,
Cajueiro da Praia,PI,2083,,,,,,,
Caldeirão Grande do Piauí,PI,2091,,,,,,,
Campinas do Piauí,PI,2109,,,,,,,
Campo Alegre do Fidalgo,PI,2117,,,,,,,
Campo Grande do Piauí,PI,2133,,,,,,,
Campo Largo do Piauí,PI,2174,,,,,,,
Campo Maior,PI,2208,,,,,,,
Canavieira,PI,2251,,,,,,,
Canto do Buriti,PI,2307,,,,,,,
Capitão de Campos,PI,2406,,,,,,,
Capitão Gervásio Oliveira,PI,2455,,,,,,,
Caracol,PI,2505,,,,,,,
Caraúbas do Piauí,PI,2539,,,,,,,
Caridade do Piauí,PI,2554,,,,,,,
Caxingó,PI,2653,,,,,,,
Cocal,PI,2703,,,,,,,
Cocal de Telha,PI,2711,,,,,,,
Cocal dos Alves,PI,2729,,,,,,,
Coivaras,PI,2737,,,,,,,
Colônia do Gurguéia,PI,2752,,,,,,,
Colônia do Piauí,PI,2778,,,,,,,
Conceição do Canindé,PI,2802,,,,,,,
Coronel José Dias,PI,2851,,,,,,,
Cristalândia do Piauí,PI,3008,,,,,,,
Cristino Castro,PI,3107,,,,,,,
Currais,PI,3230,,,,,,,
Curral Novo do Piauí,PI,3271,,,,,,,
Curralinhos,PI,3255,,,,,,,
Demerval Lobão,PI,3305,,,,,,,
Dirceu Arcoverde,PI,3354,,,,,,,
Dom Expedito Lopes,PI,3404,,,,,,,
Dom Inocêncio,PI,3453,,,,,,,
Domingos Mourão,PI,3420,,,,,,,
Eliseu Martins,PI,3602,,,,,,,
Esperantina,PI,3701,,,,,,,
Fartura do Piauí,PI,3750,,,,,,,
Flores do Piauí,PI,3800,,,,,,,
Floresta do Piauí,PI,3859,,,,,,,
Francinópolis,PI,4006,,,,,,,
Francisco Ayres,PI,4105,,,,,,,
Francisco Macedo,PI,4154,,,,,,,
Fronteiras,PI,4303,,,,,,,
Geminiano,PI,4352,,,,,,,
Gilbués,PI,4402,,,,,,,
Guaribas,PI,4550,,,,,,,
Hugo Napoleão,PI,4600,,,,,,,
Ilha Grande,PI,4659,,,,,,,
Inhuma,PI,4709,,,,,,,
Ipiranga do Piauí,PI,4808,,,,,,,
Isaías Coelho,PI,4907,,,,,,,
Itainópolis,PI,5003,,,,,,,
Itaueira,PI,5102,,,,,,,
Jacobina do Piauí,PI,5151,,,,,,,
Jaicós,PI,5201,,,,,,,
Jardim do Mulato,PI,5250,,,,,,,
Jatobá do Piauí,PI,5276,,,,,,,
Jerumenha,PI,5300,,,,,,,
João Costa,PI,5359,,,,,,,
Joaquim Pires,PI,5409,,,,,,,
Joca Marques,PI,5458,,,,,,,
José de Freitas,PI,5508,,,,,,,
Juazeiro do Piauí,PI,5516,,,,,,,
Júlio Borges,PI,5524,,,,,,,
Jurema,PI,5532,,,,,,,
Lagoa Alegre,PI,5557,,,,,,,
Lagoa de São Francisco,PI,5573,,,,,,,
Lagoa do Barro do Piauí,PI,5565,,,,,,,
Lagoa do Piauí,PI,5581,,,,,,,
Lagoa do Sítio,PI,5599,,,,,,,
Lagoinha do Piauí,PI,5540,,,,,,,
Landri Sales,PI,5607,,,,,,,
Luís Correia,PI,5706,,,,,,,
Luzilândia,PI,5805,,,,,,,
Manoel Emídio,PI,5904,,,,,,,
Marcolândia,PI,5953,,,,,,,
Marcos Parente,PI,6001,,,,,,,
Massapê do Piauí,PI,6050,,,,,,,
Matias Olímpio,PI,6100,,,,,,,
Miguel Alves,PI,6209,,,,,,,
Miguel Leão,PI,6308,,,,,,,
Milton Brandão,PI,6357,,,,,,,
Monsenhor Gil,PI,6407,,,,,,,
Monsenhor Hipólito,PI,6506,,,,,,,
Monte Alegre do Piauí,PI,6605,,,,,,,
Morro Cabeça no Tempo,PI,6654,,,,,,,
Morro do Chapéu do Piauí,PI,6670,,,,,,,
Murici dos Portelas,PI,6696,,,,,,,
Nazaré do Piauí,PI,6704,,,,,,,
Nossa Senhora de Nazaré,PI,6753,,,,,,,
Nossa Senhora dos Remédios,PI,6803,,,,,,,
Nova Santa Rita,PI,7959,,,,,,,
Novo Oriente do Piauí,PI,6902,,,,,,,
Novo Santo Antônio,PI,6951,,,,,,,
Olho D'Água do Piauí,PI,7108,,,,,,,
Padre Marcos,PI,7207,,,,,,,
Paes Landim,PI,7306,,,,,,,
Pajeú do Piauí,PI,7355,,,,,,,
Palmeira do Piauí,PI,7405,,,,,,,
Palmeirais,PI,7504,,,,,,,
Paquetá,PI,7553,,,,,,,
Parnaguá,PI,7603,,,,,,,
Passagem Franca do Piauí,PI,7751,,,,,,,
Patos do Piauí,PI,7777,,,,,,,
Pau D'Arco do Piauí,PI,7793,,,,,,,
Paulistana,PI,7801,,,,,,,
Pavussu,PI,7850,,,,,,,
Pedro II,PI,7900,,,,,,,
Pedro Laurentino,PI,7934,,,,,,,
Pimenteiras,PI,8106,,,,,,,
Pio IX,PI,8205,,,,,,,
Piripiri,PI,8403,,,,,,,
Porto,PI,8502,,,,,,,
Porto Alegre do Piauí,PI,8551,,,,,,,
Queimada Nova,PI,8650,,,,,,,
Regeneração,PI,8809,,,,,,,
Riacho Frio,PI,8858,,,,,,,
Ribeira do Piauí,PI,8874,,,,,,,
Ribeiro Gonçalves,PI,8908,,,,,,,
Rio Grande do Piauí,PI,9005,,,,,,,
Santa Cruz do Piauí,PI,9104,,,,,,,
Santa Cruz dos Milagres,PI,9153,,,,,,,
Santa Filomena,PI,9203,,,,,,,
Santa Luz,PI,9302,,,,,,,
Santa Rosa do Piauí,PI,9377,,,,,,,
Santana do Piauí,PI,9351,,,,,,,
Santo Antônio de Lisboa,PI,9401,,,,,,,
Santo Antônio dos Milagres,PI,9450,,,,,,,
Santo Inácio do Piauí,PI,9500,,,,,,,
São Braz do Piauí,PI,9559,,,,,,,
São Félix do Piauí,PI,9609,,,,,,,
São Francisco de Assis do Piauí,PI,9658,,,,,,,
São Francisco do Piauí,PI,9708,,,,,,,
São Gonçalo do Gurguéia,PI,9757,,,,,,,
São Gonçalo do Piauí,PI,9807,,,,,,,
São João da Canabrava,PI,9856,,,,,,,
São João da Fronteira,PI,9872,,,,,,,
São João da Serra,PI,9906,,,,,,,
São João da Varjota,PI,9955,,,,,,,
São João do Arraial,PI,9971,,,,,,,
São João do Piauí,PI,10003,,,,,,,
São José do Divino,PI,10052,,,,,,,
São José do Peixe,PI,10102,,,,,,,
São José do Piauí,PI,10201,,,,,,,
São Lourenço do Piauí,PI,10359,,,,,,,
São Luis do Piauí,PI,10375,,,,,,,
São Miguel da Baixa Grande,PI,10383,,,,,,,
São Miguel do Fidalgo,PI,10391,,,,,,,
São Miguel do Tapuio,PI,10409,,,,,,,
São Raimundo Nonato,PI,10607,,,,,,,
Sebastião Barros,PI,10623,,,,,,,
Sebastião Leal,PI,10631,,,,,,,
Sigefredo Pacheco,PI,10656,,,,,,,
Simões,PI,10706,,,,,,,
Simplício Mendes,PI,10805,,,,,,,
Socorro do Piauí,PI,10904,,,,,,,
Sussuapara,PI,10938,,,,,,,
Tamboril do Piauí,PI,10953,,,,,,,
União,PI,11100,,,,,,,
Valença do Piauí,PI,11308,,,,,,,
Várzea Branca,PI,11357,,,,,,,
Várzea Grande,PI,11407,,,,,,,
Vera Mendes,PI,11506,,,,,,,
Vila Nova do Piauí,PI,11605,,,,,,,
Wall Ferraz,PI,11704,,,,,,,
Abreu e Lima,PE,54,,,,,,,
Afogados da Ingazeira,PE,104,,,,,,,
Afrânio,PE,203,,,,,,,
Agrestina,PE,302,,,,,,,
Água Preta,PE,401,,,,,,,
Alagoinha,PE,609,,,,,,,
Altinho,PE,807,,,,,,,
Amaraji,PE,906,,,,,,,
Angelim,PE,1003,,,,,,,
Araçoiaba,PE,1052,,,,,,,
Araripina,PE,1102,,,,,,,
Arcoverde,PE,1201,,,,,,,
Barra de Guabiraba,PE,1300,,,,,,,
Barreiros,PE,1409,,,,,,,
Belém de Maria,PE,1508,,,,,,,
Belém de São Francisco,PE,1607,,,,,,,
Betânia,PE,1805,,,,,,,
Bezerros,PE,1904,,,,,,,
Bodocó,PE,2001,,,,,,,
Bom Conselho,PE,2100,,,,,,,
Bom Jardim,PE,2209,,,,,,,
Bonito,PE,2308,,,,,,,
Brejão,PE,2407,,,,,,,
Brejinho,PE,2506,,,,,,,
Brejo da Madre de Deus,PE,2605,,,,,,,
Buenos Aires,PE,2704,,,,,,,
Buíque,PE,2803,,,,,,,
Cabo de Santo Agostinho,PE,2902,,,,,,,
Cachoeirinha,PE,3108,,,,,,,
Caetés,PE,3207,,,,,,,
Calçado,PE,3306,,,,,,,
Calumbi,PE,3405,,,,,,,
Camaragibe,PE,3454,,,,,,,
Camocim de São Félix,PE,3504,,,,,,,
Canhotinho,PE,3702,,,,,,,
Capoeiras,PE,3801,,,,,,,
Carnaíba,PE,3900,,,,,,,
Carpina,PE,4007,,,,,,,
Casinhas,PE,4155,,,,,,,
Catende,PE,4205,,,,,,,
Chã de Alegria,PE,4403,,,,,,,
Chã Grande,PE,4502,,,,,,,
Correntes,PE,4700,,,,,,,
Cortês,PE,4809,,,,,,,
Cumaru,PE,4908,,,,,,,
Cupira,PE,5004,,,,,,,
Custódia,PE,5103,,,,,,,
Escada,PE,5202,,,,,,,
Exu,PE,5301,,,,,,,
Feira Nova,PE,5400,,,,,,,
Fernando de Noronha,PE,5459,,,,,,,
Flores,PE,5608,,,,,,,
Frei Miguelinho,PE,5806,,,,,,,
Gameleira,PE,5905,,,,,,,
Glória do Goitá,PE,6101,,,,,,,
Goiana,PE,6200,,,,,,,
Granito,PE,6309,,,,,,,
Gravatá,PE,6408,,,,,,,
Iati,PE,6507,,,,,,,
Ibimirim,PE,6606,,,,,,,
Ibirajuba,PE,6705,,,,,,,
Iguaraci,PE,6903,,,,,,,
Ilha de Itamaracá,PE,7604,,,,,,,
Inajá,PE,7000,,,,,,,
Ingazeira,PE,7109,,,,,,,
Ipojuca,PE,7208,,,,,,,
Ipubi,PE,7307,,,,,,,
Itacuruba,PE,7406,,,,,,,
Itaíba,PE,7505,,,,,,,
Itambé,PE,7653,,,,,,,
Itapetim,PE,7703,,,,,,,
Itapissuma,PE,7752,,,,,,,
Jaboatão dos Guararapes,PE,7901,,,,,,,
Jaqueira,PE,7950,,,,,,,
Jataúba,PE,8008,,,,,,,
Jatobá,PE,8057,,,,,,,
João Alfredo,PE,8107,,,,,,,
Joaquim Nabuco,PE,8206,,,,,,,
Jucati,PE,8255,,,,,,,
Jupi,PE,8305,,,,,,,
Jurema,PE,8404,,,,,,,
Lagoa do Carro,PE,8453,,,,,,,
Lagoa do Itaenga,PE,8503,,,,,,,
Lagoa do Ouro,PE,8602,,,,,,,
Lagoa dos Gatos,PE,8701,,,,,,,
Lagoa Grande,PE,8750,,,,,,,
Lajedo,PE,8800,,,,,,,
Limoeiro,PE,8909,,,,,,,
Machados,PE,9105,,,,,,,
Manari,PE,9154,,,,,,,
Maraial,PE,9204,,,,,,,
Moreilândia,PE,14303,,,,,,,
Moreno,PE,9402,,,,,,,
Nazaré da Mata,PE,9501,,,,,,,
Olinda,PE,9600,,,,,,,
Orobó,PE,9709,,,,,,,
Orocó,PE,9808,,,,,,,
Ouricuri,PE,9907,,,,,,,
Palmares,PE,10004,,,,,,,
Palmeirina,PE,10103,,,,,,,
Panelas,PE,10202,,,,,,,
Paranatama,PE,10301,,,,,,,
Passira,PE,10509,,,,,,,
Paudalho,PE,10608,,,,,,,
Paulista,PE,10707,,,,,,,
Pedra,PE,10806,,,,,,,
Petrolândia,PE,11002,,,,,,,
Petrolina,PE,11101,,,,,,,
Poção,PE,11200,,,,,,,
Pombos,PE,11309,,,,,,,
Primavera,PE,11408,,,,,,,
Quipapá,PE,11507,,,,,,,
Quixaba,PE,11533,,,,,,,
Riacho das Almas,PE,11705,,,,,,,
Ribeirão,PE,11804,,,,,,,
Rio Formoso,PE,11903,,,,,,,
Sairé,PE,12000,,,,,,,
Salgadinho,PE,12109,,,,,,,
Saloá,PE,12307,,,,,,,
Sanharó,PE,12406,,,,,,,
Santa Cruz,PE,12455,,,,,,,
Santa Cruz do Capibaribe,PE,12505,,,,,,,
Santa Filomena,PE,12554,,,,,,,
Santa Maria da Boa Vista,PE,12604,,,,,,,
Santa Maria do Cambucá,PE,12703,,,,,,,
Santa Terezinha,PE,12802,,,,,,,
São Benedito do Sul,PE,12901,,,,,,,
São Bento do Una,PE,13008,,,,,,,
São Caitano,PE,13107,,,,,,,
São João,PE,13206,,,,,,,
São Joaquim do Monte,PE,13305,,,,,,,
São José da Coroa Grande,PE,13404,,,,,,,
São José do Belmonte,PE,13503,,,,,,,
São José do Egito,PE,13602,,,,,,,
São Lourenço da Mata,PE,13701,,,,,,,
Serrita,PE,14006,,,,,,,
Sertânia,PE,14105,,,,,,,
Sirinhaém,PE,14204,,,,,,,
Solidão,PE,14402,,,,,,,
Surubim,PE,14501,,,,,,,
Tabira,PE,14600,,,,,,,
Tacaratu,PE,14808,,,,,,,
Tamandaré,PE,14857,,,,,,,
Taquaritinga do Norte,PE,15003,,,,,,,
Terezinha,PE,15102,,,,,,,
Terra Nova,PE,15201,,,,,,,
Toritama,PE,15409,,,,,,,
Tracunhaém,PE,15508,,,,,,,
Trindade,PE,15607,,,,,,,
Venturosa,PE,16001,,,,,,,
Verdejante,PE,16100,,,,,,,
Vertente do Lério,PE,16183,,,,,,,
Vertentes,PE,16209,,,,,,,
Vicência,PE,16308,,,,,,,
Vitória de Santo Antão,PE,16407,,,,,,,
Xexéu,PE,16506,,,,,,,
Água Branca,PB,106,,,,,,,
Aguiar,PB,205,,,,,,,
Alagoa Grande,PB,304,,,,,,,
Alagoa Nova,PB,403,,,,,,,
Alagoinha,PB,502,,,,,,,
Alcantil,PB,536,,,,,,,
Algodão de Jandaíra,PB,577,,,,,,,
Amparo,PB,734,,,,,,,
Aparecida,PB,775,,,,,,,
Araçagi,PB,809,,,,,,,
Arara,PB,908,,,,,,,
Araruna,PB,1005,,,,,,,
Areia,PB,1104,,,,,,,
Areia de Baraúnas,PB,1153,,,,,,,
Areial,PB,1203,,,,,,,
Assunção,PB,1351,,,,,,,
Baía da Traição,PB,1401,,,,,,,
Bananeiras,PB,1500,,,,,,,
Baraúna,PB,1534,,,,,,,
Barra de Santa Rosa,PB,1609,,,,,,,
Barra de Santana,PB,1575,,,,,,,
Barra de São Miguel,PB,1708,,,,,,,
Bayeux,PB,1807,,,,,,,
Belém,PB,1906,,,,,,,
Belém do Brejo do Cruz,PB,2003,,,,,,,
Bernardino Batista,PB,2052,,,,,,,
Boa Ventura,PB,2102,,,,,,,
Boa Vista,PB,2151,,,,,,,
Bom Jesus,PB,2201,,,,,,,
Bom Sucesso,PB,2300,,,,,,,
Bonito de Santa Fé,PB,2409,,,,,,,
Boqueirão,PB,2508,,,,,,,
Borborema,PB,2706,,,,,,,
Caaporã,PB,3001,,,,,,,
Cabaceiras,PB,3100,,,,,,,
Cachoeira dos Índios,PB,3308,,,,,,,
Cacimba de Areia,PB,3407,,,,,,,
Cacimba de Dentro,PB,3506,,,,,,,
Cacimbas,PB,3555,,,,,,,
Caiçara,PB,3605,,,,,,,
Cajazeiras,PB,3704,,,,,,,
Cajazeirinhas,PB,3753,,,,,,,
Caldas Brandão,PB,3803,,,,,,,
Camalaú,PB,3902,,,,,,,
Campina Grande,PB,4009,,,,,,,
Capim,PB,4033,,,,,,,
Caraúbas,PB,4074,,,,,,,
Carrapateira,PB,4108,,,,,,,
Casserengue,PB,4157,,,,,,,
Catingueira,PB,4207,,,,,,,
Caturité,PB,4355,,,,,,,
Condado,PB,4504,,,,,,,
Conde,PB,4603,,,,,,,
Congo,PB,4702,,,,,,,
Coremas,PB,4801,,,,,,,
Coxixola,PB,4850,,,,,,,
Cruz do Espírito Santo,PB,4900,,,,,,,
Cubati,PB,5006,,,,,,,
Cuité,PB,5105,,,,,,,
Cuité de Mamanguape,PB,5238,,,,,,,
Cuitegi,PB,5204,,,,,,,
Curral de Cima,PB,5279,,,,,,,
Curral Velho,PB,5303,,,,,,,
Damião,PB,5352,,,,,,,
Desterro,PB,5402,,,,,,,
Diamante,PB,5600,,,,,,,
Duas Estradas,PB,5808,,,,,,,
Emas,PB,5907,,,,,,,
Fagundes,PB,6103,,,,,,,
Frei Martinho,PB,6202,,,,,,,
Gado Bravo,PB,6251,,,,,,,
Guarabira,PB,6301,,,,,,,
Gurinhém,PB,6400,,,,,,,
Gurjão,PB,6509,,,,,,,
Ibiara,PB,6608,,,,,,,
Igaracy,PB,2607,,,,,,,
Imaculada,PB,6707,,,,,,,
Ingá,PB,6806,,,,,,,
Itabaiana,PB,6905,,,,,,,
Itaporanga,PB,7002,,,,,,,
Itapororoca,PB,7101,,,,,,,
Itatuba,PB,7200,,,,,,,
Jacaraú,PB,7309,,,,,,,
Jericó,PB,7408,,,,,,,
João Pessoa,PB,7507,,,,,,,
Joca Claudino,PB,13653,,,,,,,
Juarez Távora,PB,7606,,,,,,,
Juazeirinho,PB,7705,,,,,,,
Junco do Seridó,PB,7804,,,,,,,
Juripiranga,PB,7903,,,,,,,
Juru,PB,8000,,,,,,,
Lagoa,PB,8109,,,,,,,
Lagoa de Dentro,PB,8208,,,,,,,
Lagoa Seca,PB,8307,,,,,,,
Lastro,PB,8406,,,,,,,
Livramento,PB,8505,,,,,,,
Logradouro,PB,8554,,,,,,,
Lucena,PB,8604,,,,,,,
Mãe d'Água,PB,8703,,,,,,,
Malta,PB,8802,,,,,,,
Mamanguape,PB,8901,,,,,,,
Manaíra,PB,9008,,,,,,,
Marcação,PB,9057,,,,,,,
Mari,PB,9107,,,,,,,
Marizópolis,PB,9156,,,,,,,
Massaranduba,PB,9206,,,,,,,
Mataraca,PB,9305,,,,,,,
Matinhas,PB,9339,,,,,,,
Maturéia,PB,9396,,,,,,,
Mogeiro,PB,9404,,,,,,,
Montadas,PB,9503,,,,,,,
Monteiro,PB,9701,,,,,,,
Mulungu,PB,9800,,,,,,,
Natuba,PB,9909,,,,,,,
Nazarezinho,PB,10006,,,,,,,
Nova Floresta,PB,10105,,,,,,,
Nova Olinda,PB,10204,,,,,,,
Nova Palmeira,PB,10303,,,,,,,
Olho d'Água,PB,10402,,,,,,,
Olivedos,PB,10501,,,,,,,
Ouro Velho,PB,10600,,,,,,,
Parari,PB,10659,,,,,,,
Passagem,PB,10709,,,,,,,
Patos,PB,10808,,,,,,,
Paulista,PB,10907,,,,,,,
Pedra Branca,PB,11004,,,,,,,
Pedra Lavrada,PB,11103,,,,,,,
Pedras de Fogo,PB,11202,,,,,,,
Pedro Régis,PB,12721,,,,,,,
Piancó,PB,11301,,,,,,,
Picuí,PB,11400,,,,,,,
Pilar,PB,11509,,,,,,,
Pilões,PB,11608,,,,,,,
Pilõezinhos,PB,11707,,,,,,,
Pirpirituba,PB,11806,,,,,,,
Pitimbu,PB,11905,,,,,,,
Pocinhos,PB,12002,,,,,,,
Poço Dantas,PB,12036,,,,,,,
Poço de José de Moura,PB,12077,,,,,,,
Pombal,PB,12101,,,,,,,
Prata,PB,12200,,,,,,,
Princesa Isabel,PB,12309,,,,,,,
Puxinanã,PB,12408,,,,,,,
Queimadas,PB,12507,,,,,,,
Quixabá,PB,12606,,,,,,,
Riachão,PB,12747,,,,,,,
Riachão do Bacamarte,PB,12754,,,,,,,
Riachão do Poço,PB,12762,,,,,,,
Riacho de Santo Antônio,PB,12788,,,,,,,
Riacho dos Cavalos,PB,12804,,,,,,,
Rio Tinto,PB,12903,,,,,,,
Salgadinho,PB,13000,,,,,,,
Salgado de São Félix,PB,13109,,,,,,,
Santa Cecília,PB,13158,,,,,,,
Santa Cruz,PB,13208,,,,,,,
Santa Helena,PB,13307,,,,,,,
Santa Inês,PB,13356,,,,,,,
Santa Rita,PB,13703,,,,,,,
Santa Teresinha,PB,13802,,,,,,,
Santana de Mangueira,PB,13505,,,,,,,
Santo André,PB,13851,,,,,,,
São Bentinho,PB,13927,,,,,,,
São Bento,PB,13901,,,,,,,
São Domingos de Pombal,PB,13968,,,,,,,
São Domingos do Cariri,PB,13943,,,,,,,
São Francisco,PB,13984,,,,,,,
São João do Cariri,PB,14008,,,,,,,
São João do Rio do Peixe,PB,700,,,,,,,
São João do Tigre,PB,14107,,,,,,,
São José da Lagoa Tapada,PB,14206,,,,,,,
São José de Caiana,PB,14305,,,,,,,
São José de Espinharas,PB,14404,,,,,,,
São José de Piranhas,PB,14503,,,,,,,
São José de Princesa,PB,14552,,,,,,,
São José do Bonfim,PB,14602,,,,,,,
São José do Brejo do Cruz,PB,14651,,,,,,,
São José do Sabugi,PB,14701,,,,,,,
São José dos Cordeiros,PB,14800,,,,,,,
São José dos Ramos,PB,14453,,,,,,,
São Mamede,PB,14909,,,,,,,
São Miguel de Taipu,PB,15005,,,,,,,
São Sebastião de Lagoa de Roça,PB,15104,,,,,,,
São Sebastião do Umbuzeiro,PB,15203,,,,,,,
Sapé,PB,15302,,,,,,,
Seridó,PB,15401,,,,,,,
Serra Branca,PB,15500,,,,,,,
Serra da Raiz,PB,15609,,,,,,,
Serra Redonda,PB,15807,,,,,,,
Serraria,PB,15906,,,,,,,
Sertãozinho,PB,15930,,,,,,,
Sobrado,PB,15971,,,,,,,
Solânea,PB,16003,,,,,,,
Soledade,PB,16102,,,,,,,
Sossêgo,PB,16151,,,,,,,
Sousa,PB,16201,,,,,,,
Sumé,PB,16300,,,,,,,
Tacima,PB,16409,,,,,,,
Taperoá,PB,16508,,,,,,,
Tavares,PB,16607,,,,,,,
Teixeira,PB,16706,,,,,,,
Tenório,PB,16755,,,,,,,
Triunfo,PB,16805,,,,,,,
Uiraúna,PB,16904,,,,,,,
Umbuzeiro,PB,17001,,,,,,,
Várzea,PB,17100,,,,,,,
Vieirópolis,PB,17209,,,,,,,
Vista Serrana,PB,5501,,,,,,,
Zabelê,PB,17407,,,,,,,
Abaetetuba,PA,107,,,,,,,
Acará,PA,206,,,,,,,
Afuá,PA,305,,,,,,,
Água Azul do Norte,PA,347,,,,,,,
Alenquer,PA,404,,,,,,,
Almeirim,PA,503,,,,,,,
Anajás,PA,701,,,,,,,
Anapu,PA,859,,,,,,,
Augusto Corrêa,PA,909,,,,,,,
Aurora do Pará,PA,958,,,,,,,
Bagre,PA,1105,,,,,,,
Baião,PA,1204,,,,,,,
Bannach,PA,1253,,,,,,,
Barcarena,PA,1303,,,,,,,
Belterra,PA,1451,,,,,,,
Benevides,PA,1501,,,,,,,
Bom Jesus do Tocantins,PA,1576,,,,,,,
Bonito,PA,1600,,,,,,,
Bragança,PA,1709,,,,,,,
Brasil Novo,PA,1725,,,,,,,
Brejo Grande do Araguaia,PA,1758,,,,,,,
Breu Branco,PA,1782,,,,,,,
Breves,PA,1808,,,,,,,
Bujaru,PA,1907,,,,,,,
Cachoeira do Piriá,PA,1956,,,,,,,
Cametá,PA,2103,,,,,,,
Canaã dos Carajás,PA,2152,,,,,,,
Capanema,PA,2202,,,,,,,
Capitão Poço,PA,2301,,,,,,,
Chaves,PA,2509,,,,,,,
Colares,PA,2608,,,,,,,
Conceição do Araguaia,PA,2707,,,,,,,
Concórdia do Pará,PA,2756,,,,,,,
Cumaru do Norte,PA,2764,,,,,,,
Curionópolis,PA,2772,,,,,,,
Curralinho,PA,2806,,,,,,,
Curuá,PA,2855,,,,,,,
Curuçá,PA,2905,,,,,,,
Dom Eliseu,PA,2939,,,,,,,
Eldorado dos Carajás,PA,2954,,,,,,,
Faro,PA,3002,,,,,,,
Floresta do Araguaia,PA,3044,,,,,,,
Garrafão do Norte,PA,3077,,,,,,,
Goianésia do Pará,PA,3093,,,,,,,
Gurupá,PA,3101,,,,,,,
Igarapé-Açu,PA,3200,,,,,,,
Igarapé-Miri,PA,3309,,,,,,,
Inhangapi,PA,3408,,,,,,,
Ipixuna do Pará,PA,3457,,,,,,,
Irituia,PA,3507,,,,,,,
Itaituba,PA,3606,,,,,,,
Itupiranga,PA,3705,,,,,,,
Jacareacanga,PA,3754,,,,,,,
Jacundá,PA,3804,,,,,,,
Juruti,PA,3903,,,,,,,
Limoeiro do Ajuru,PA,4000,,,,,,,
Mãe do Rio,PA,4059,,,,,,,
Magalhães Barata,PA,4109,,,,,,,
Maracanã,PA,4307,,,,,,,
Marapanim,PA,4406,,,,,,,
Medicilândia,PA,4455,,,,,,,
Melgaço,PA,4505,,,,,,,
Mocajuba,PA,4604,,,,,,,
Moju,PA,4703,,,,,,,
Mojuí dos Campos,PA,4752,,,,,,,
Monte Alegre,PA,4802,,,,,,,
Muaná,PA,4901,,,,,,,
Nova Esperança do Piriá,PA,4950,,,,,,,
Nova Ipixuna,PA,4976,,,,,,,
Nova Timboteua,PA,5007,,,,,,,
Novo Progresso,PA,5031,,,,,,,
Novo Repartimento,PA,5064,,,,,,,
