NomeMun,UF,CodMun,match_var,title,uf,uf_code,uf_code_multi,rua_camara,numero_camara,cep,email,url_interlegis,url_legislativo
Manaquiri,AM,1302553,Manaquiri_AM,Câmara Municipal de Manaquiri,AM,13,13000000,R. João Diniz,562,69435-000,karekapaffo@hormail.co,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=521,
Manaus,AM,1302603,Manaus_AM,Câmara Municipal de Manaus,AM,13,13000000,Rua Padre Agostinho Caballero Martins,,69027-020,camara@cmm.am.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=522,http://www.cmm.am.gov.br
Manicoré,AM,1302702,Manicoré_AM,Câmara Municipal de Manicoré,AM,13,13000000,Av. Santos Dumont,633,69280-000,camara.municipalmre@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=485,http://www.manicore.am.leg.br
Maraã,AM,1302801,Maraã_AM,Câmara Municipal de Maraã,AM,13,13000000,Av. 25 de Março,,69490-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=444,
Maués,AM,1302900,Maués_AM,Câmara Municipal de Maués,AM,13,13000000,Rua Floriano Peixoto,97,69190-000,cmmaues@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=525,
Nhamundá,AM,1303007,Nhamundá_AM,Câmara Municipal de Nhamundá,AM,13,13000000,Rua Parintins,173,69140-000,camaranha@r7.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=526,
Nova Olinda do Norte,AM,1303106,Nova Olinda do Norte_AM,Câmara Municipal de Nova Olinda do Norte,AM,13,13000000,Rua Getúlio Vargas,,69230-000,camaranon@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=440,
Novo Airão,AM,1303205,Novo Airão_AM,Câmara Municipal de Novo Airão,AM,13,13000000,Av. Antenor Carlos Frederico,428,69730-000,camaradenovoairao@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=120,
Novo Aripuanã,AM,1303304,Novo Aripuanã_AM,Câmara Municipal de Novo Aripuanã,AM,13,13000000,Rua Benjamin Constant,,69260-000,camaranovoaripuana@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=486,
Parintins,AM,1303403,Parintins_AM,Câmara Municipal de Parintins,AM,13,13000000,Rua Umiri,781,69151-420,cmp@camaraparintins.am.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=527,http://www.camaraparintins.am.gov.br
Pauini,AM,1303502,Pauini_AM,Câmara Municipal de Pauini,AM,13,13000000,Praça Santo Agostinho,,69860-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=431,
Presidente Figueiredo,AM,1303536,Presidente Figueiredo_AM,Câmara Municipal de Presidente Figueiredo,AM,13,13000000,Av. Padre Callery,29,69735-000,andreiabezerra@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=123,http://www.cmpf.am.gov.br
Rio Preto da Eva,AM,1303569,Rio Preto da Eva_AM,Câmara Municipal de Rio Preto da Eva,AM,13,13000000,Rua Governador Pimenta Bueno,,69115-000,camaracidadarpe@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=124,
Santa Isabel do Rio Negro,AM,1303601,Santa Isabel do Rio Negro_AM,Câmara Municipal de Santa Isabel do Rio Negro,AM,13,13000000,Av. Danilo Corrêa,,69740-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=121,
Santo Antônio do Içá,AM,1303700,Santo Antônio do Içá_AM,Câmara Municipal de Santo Antônio do Içá,AM,13,13000000,Rua Mizael Teixeira,11,69680-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=337,
São Gabriel da Cachoeira,AM,1303809,São Gabriel da Cachoeira_AM,Câmara Municipal de São Gabriel da Cachoeira,AM,13,13000000,Av. Sete de Setembro,84,69750-000,camarasgc.am.gov@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=122,http://www.camarasgc.am.gov.br
São Paulo de Olivença,AM,1303908,São Paulo de Olivença_AM,Câmara Municipal de São Paulo de Olivença,AM,13,13000000,Rua Getúlio Vargas,1557,69600-000,camaramunicipal_spo@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=338,
São Sebastião do Uatumã,AM,1303957,São Sebastião do Uatumã_AM,Câmara Municipal de São Sebastião do Uatumã,AM,13,13000000,Rua Nova República,540,69135-000,cmssu.df@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=114%0A,
São Sebastião do Uatumã,AM,1303957,São Sebastião do Uatumã_AM,Câmara Municipal de São Sebastião do Uatumã,AM,13,13000000,Rua Nova República,540,69135-000,cmssu.df@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=114,
Silves,AM,1304005,Silves_AM,Câmara Municipal de Silves,AM,13,13000000,Rua Coronel Garcia,72,69110-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=441,http://www.ale.am.gov.br
Tabatinga,AM,1304062,Tabatinga_AM,Câmara Municipal de Tabatinga,AM,13,13000000,Avenida Amizade,,69640-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=339,
Tapauá,AM,1304104,Tapauá_AM,Câmara Municipal de Tapauá,AM,13,13000000,Av. Castelo Branco n°360,360,69480-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=118,http://www.ale.am.gov.br
Tefé,AM,1304203,Tefé_AM,Câmara Municipal de Tefé,AM,13,13000000,Rua Olavo Bilac,406,69550-902,camaramunicipaldetefe@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=126,http://www.ale.am.gov.br
Tonantins,AM,1304237,Tonantins_AM,Câmara Municipal de Tonantins,AM,13,13000000,Rua Leopoldo Peres,,69685-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=340%0A,
Tonantins,AM,1304237,Tonantins_AM,Câmara Municipal de Tonantins,AM,13,13000000,Rua Leopoldo Peres,,69685-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=340,
Uarini,AM,1304260,Uarini_AM,Câmara Municipal de Uarini,AM,13,13000000,Rua Espírito Santo,,69485-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=127,
Urucará,AM,1304302,Urucará_AM,Câmara Municipal de Urucará,AM,13,13000000,Rua Cel. Pinto,498,69130-000,cmurucara@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=115,http://www.ale.am.gov.br
Urucurituba,AM,1304401,Urucurituba_AM,Câmara Municipal de Urucurituba,AM,13,13000000,Rua Armandinho Fernandes,25,69180-000,claudio_lima_transporte@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=442,http://www.ale.am.gov.br
Amajari,RR,1400027,Amajari_RR,Câmara Municipal de Amajari,RR,14,14000000,Av. Tepequém,,69343-000,cmamajari.rr@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3973,http://www.cmamajari.gov.br
Amajari,RR,1400027,Amajari_RR,Câmara Municipal de Amajari,RR,14,14000000,Av. Tepequém,,69343-000,cmamajari.rr@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3973%0A,http://www.cmamajari.gov.br
Alto Alegre,RR,1400050,Alto Alegre_RR,Câmara Municipal de Alto Alegre,RR,14,14000000,Av. 1º de Julho,,69350-000,cm_altoalegre@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3972,
Boa Vista,RR,1400100,Boa Vista_RR,Câmara Municipal de Boa Vista,RR,14,14000000,Av. Capitão Ene Garcêz,,69301-160,secretariaadmcmbv@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3974,http://www.camaraboavista.rr.gov.br
Bonfim,RR,1400159,Bonfim_RR,Câmara Municipal de Bonfim,RR,14,14000000,Rua 15 de novembro,58,69380-000,camaramunicipalbonfim@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3979,http://www.bonfim.rr.leg.br
Cantá,RR,1400175,Cantá_RR,Câmara Municipal de Cantá,RR,14,14000000,R. Lúcia Eduardo Queiroz,,69390-000,camaracanta@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4014,http://www.canta.rr.leg.br
Caracaraí,RR,1400209,Caracaraí_RR,Câmara Municipal de Caracaraí,RR,14,14000000,Praça do Centro Cívico,,69360-000,camaramunicipalcci@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3976,http://www.caracarai.rr.leg.br
Caroebe,RR,1400233,Caroebe_RR,Câmara Municipal de Caroebe,RR,14,14000000,Rua Boa Vista,,69378-000,camara.caroebe@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4017,
Iracema,RR,1400282,Iracema_RR,Câmara Municipal de Iracema,RR,14,14000000,R. Dom Pedro II,,69348-000,camaracmi@outlook.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3977,http://iracema.rr.leg.br
Mucajaí,RR,1400308,Mucajaí_RR,Câmara Municipal de Mucajaí,RR,14,14000000,Av. Maranhão,1101,69340-000,camaramucajai@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3978,
Normandia,RR,1400407,Normandia_RR,Câmara Municipal de Normandia,RR,14,14000000,R. Pedro Rodrigues,01,69355-000,camara.normandia@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4015,http://www.normandia.rr.leg.br
Normandia,RR,1400407,Normandia_RR,Câmara Municipal de Normandia,RR,14,14000000,R. Pedro Rodrigues,01,69355-000,camara.normandia@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4015%0A,http://www.normandia.rr.leg.br
Pacaraima,RR,1400456,Pacaraima_RR,Câmara Municipal de Pacaraima,RR,14,14000000,Rua Monte Roraima,,69345-000,camarapacaraima@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3975,http://www.pacaraima.rr.leg.br
Rorainópolis,RR,1400472,Rorainópolis_RR,Câmara Municipal de Rorainópolis,RR,14,14000000,Rua Pedro Daniel da Silva,51,69373-000,camaraderorainopolis@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4040,
São João da Baliza,RR,1400506,São João da Baliza_RR,Câmara Municipal de São João da Baliza,RR,14,14000000,Avenida Perimental Norte,649,69375-000,camarasjb17@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4041,http://www.saojoaodabaliza.rr.leg.br
São Luiz,RR,1400605,São Luiz_RR,Câmara Municipal de São Luiz,RR,14,14000000,Av. João Rodrigues da Silva,1,69370-000,camara.sluizrr@outlook.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4042,http://www.saoluiz.rr.leg.br
Uiramutã,RR,1400704,Uiramutã_RR,Câmara Municipal de Uiramutã,RR,14,14000000,R. Manoel Vieira,,69358-000,cmuiramuta.rr@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4016,
Abaetetuba,PA,1500107,Abaetetuba_PA,Câmara Municipal de Abaetetuba,PA,15,15000000,Av. Dom Pedro II,1415,68440-000,camara_abaetutuba@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2510,http://www.cmabatetuba.pa.gov.br
Abel Figueiredo,PA,1500131,Abel Figueiredo_PA,Câmara Municipal de Abel Figueiredo,PA,15,15000000,TRAVESSA CASTELO BRANCO N 142 ,,68527-000,camaramunicipal.afpa@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2607,
Acará,PA,1500206,Acará_PA,Câmara Municipal de Acará,PA,15,15000000,KM 1 Rodovia 252 s/n,,68690-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2603,
Afuá,PA,1500305,Afuá_PA,Câmara Municipal de Afuá,PA,15,15000000,Av. Barão do Rio Branco,11,68890-000,antonio-serrao@bol.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2555,
Alenquer,PA,1500404,Alenquer_PA,Câmara Municipal de Alenquer,PA,15,15000000,Rua José Leite de Melo,,68200-000,camaramunicipaldealenquer@gmail.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2564,
Almeirim,PA,1500503,Almeirim_PA,Câmara Municipal de Almeirim,PA,15,15000000,Travessa Vespasiano Martins de Souza,241,68230-000,cmaslegis@uol.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2467,
Altamira,PA,1500602,Altamira_PA,Câmara Municipal de Altamira,PA,15,15000000,Rua 1º de Janeiro,1274,68371-020,camaraaltamira@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2469,
Anajás,PA,1500701,Anajás_PA,Câmara Municipal de Anajás,PA,15,15000000,Av. Barão do Rio Branco,,68810-000,camaradeanajas@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2556,
Anajás,PA,1500701,Anajás_PA,Câmara Municipal de Anajás,PA,15,15000000,Av. Barão do Rio Branco,,68810-000,camaradeanajas@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2556%0A,
Ananindeua,PA,1500800,Ananindeua_PA,Câmara Municipal de Ananindeua,PA,15,15000000,Av. Marechal Zacarias de Assunção,134,67030-970,camara@cma.pa.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2484,
Anapu,PA,1500859,Anapu_PA,Câmara Municipal de Anapu,PA,15,15000000,Rua Santa Luzia,102,68365-000,mari-marimcd@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2470,
Augusto Corrêa,PA,1500909,Augusto Corrêa_PA,Câmara Municipal de Augusto Corrêa,PA,15,15000000,Praça São Miguel,68,68610-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2490,
Aurora do Pará,PA,1500958,Aurora do Pará_PA,Câmara Municipal de Aurora do Pará,PA,15,15000000,AV São Francisco,,68658-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2560,
Aveiro,PA,1501006,Aveiro_PA,Câmara Municipal de Aveiro,PA,15,15000000,Travessa Nossa Senhora da Conceição,,68150-000,camara.aveiro@outlook.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2500,http://www.aveiro.pa.leg.br
Bagre,PA,1501105,Bagre_PA,Câmara Municipal de Bagre,PA,15,15000000,Avenida Barão do Rio Branco,365,68475-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2348,
Baião,PA,1501204,Baião_PA,Câmara Municipal de Baião,PA,15,15000000,R. Getulio Vagas n°477,477,68465-000,camaracamara13@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2511,
Bannach,PA,1501253,Bannach_PA,Câmara Municipal de Bannach,PA,15,15000000,Av. Paraná,83,68388-000,gilsene_faustino@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2586,
Barcarena,PA,1501303,Barcarena_PA,Câmara Municipal de Barcarena,PA,15,15000000,Rua Lameira Bittencourt,688,68445-000,ver.thiagorodrigues@barcarena.pa.leg.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2485,http://www.barcarena.pa.leg.br
Belém,PA,1501402,Belém_PA,Câmara Municipal de Belém,PA,15,15000000,Travessa Curuzu,,66093-540,camara.belem@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2486,http://www.cmb.pa.gov.br
Belterra,PA,1501451,Belterra_PA,Câmara Municipal de Belterra,PA,15,15000000,Vila Americana,45,68143-000,poder.legislativo_belt@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2565,http://www.pmbelterra.com.br
Benevides,PA,1501501,Benevides_PA,Câmara Municipal de Benevides,PA,15,15000000,Rua 29 de Dezembro,01,68795-000,cmb.poderlegislativo@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2487,http://www.benevides.pa.leg.br
Bom Jesus do Tocantins,PA,1501576,Bom Jesus do Tocantins_PA,Câmara Municipal de Bom Jesus do Tocantins,PA,15,15000000,Av. Jarbas Passarinho,,68525-000,camarabomjesuspa@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2608,
Bonito,PA,1501600,Bonito_PA,Câmara Municipal de Bonito,PA,15,15000000,Rua João Paulo II,1852,68645-000,c.m.bonito.pa@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2491,
Bragança,PA,1501709,Bragança_PA,Câmara Municipal de Bragança,PA,15,15000000,Rua Justo Chermon nº 257,257,68600-000,camarabragancapara@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2492,http://www.braganca.pa.leg.br
Brasil Novo,PA,1501725,Brasil Novo_PA,Câmara Municipal de Brasil Novo,PA,15,15000000,Rua Amazonas,1004,68148-000,edineiacamara@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2471,
Brejo Grande do Araguaia,PA,1501758,Brejo Grande do Araguaia_PA,Câmara Municipal de Brejo Grande do Araguaia,PA,15,15000000,Trav. Vereador Moacir Fernandes de Souza,,68521-000,camarabga198@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2506,
Breu Branco,PA,1501782,Breu Branco_PA,Câmara Municipal de Breu Branco,PA,15,15000000,Av. 1º de Maio,,68488-000,camarabbranco2017@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2530,
Breves,PA,1501808,Breves_PA,Câmara Municipal de Breves,PA,15,15000000, Rua Duque de Caxias nº1910,1910,68800-000,nex_w2@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2557,http://www.camarabreves.com.br
Bujaru,PA,1501907,Bujaru_PA,Câmara Municipal de Bujaru,PA,15,15000000,Trav. Lauro Sodré,,68670-000,cmbujaru@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2517,
Cachoeira do Piriá,PA,1501956,Cachoeira do Piriá_PA,Câmara Municipal de Cachoeira do Piriá,PA,15,15000000,Rua Almir Gabriel,,68617-000,camarapiria@blog.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=2597,
